회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS),[제조]비유동자산증가율(IFRS),[제조]유동자산증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]매출액증가율(IFRS),[제조]정상영업이익증가율(IFRS),[제조]순이익증가율(IFRS),[제조]총포괄이익증가율(IFRS)
(주)골드퍼시픽,038530,2016/12,-59.55,-56.91,-61.98,-90.61,56.63,0,0,0
(주)골드퍼시픽,038530,2017/12,138.88,64.56,216.54,183.89,-47.52,0,0,0
(주)골드퍼시픽,038530,2018/12,40.35,63.4,27.83,274.44,10.92,0,0,0
(주)골드퍼시픽,038530,2019/12,95.63,191.13,29.31,4.89,102.89,0,0,0
(주)골드퍼시픽,038530,2020/12,-2.09,-34.6,48.73,183.53,26.6,0,0,0
(주)골드퍼시픽,038530,2021/12,22.36,-22.02,52.87,5.43,-39.16,0,0,0
(주)골프존,215000,2015/12,,,,,,,,
(주)골프존,215000,2016/12,0,0,0,0,0,0,0,0
(주)골프존,215000,2017/12,34.55,-5.42,88.27,56.53,-12.7,-23.73,110.35,110.35
(주)골프존,215000,2018/12,6.51,25.09,-6.03,8.84,11.47,-13.25,-71.32,-71.28
(주)골프존,215000,2019/12,19.75,94.51,-47.43,4.1,24.78,24.46,-9.04,-9.23
(주)골프존,215000,2020/12,14.16,3.78,48.68,11.21,17.56,42.5,84.37,82.29
(주)골프존,215000,2021/12,30.22,2.95,93.51,26.3,47.06,104.6,104.2,107.16
(주)골프존뉴딘홀딩스,121440,2011/12,105.39,171.9,83.06,117.91,13.82,-12.48,-27.64,-27.8
(주)골프존뉴딘홀딩스,121440,2012/12,37.34,97.18,7.5,18.07,31.72,35.04,51.49,52.18
(주)골프존뉴딘홀딩스,121440,2013/12,15.09,11.91,17.99,4.03,23.04,14.3,-93.77,-94.4
(주)골프존뉴딘홀딩스,121440,2014/12,-0.57,50.2,-44.62,10.78,13.84,20.04,1314.83,1470.67
(주)골프존뉴딘홀딩스,121440,2015/12,-0.16,31.18,-73.89,16.48,-92.41,0,1300.01,1298.17
(주)골프존뉴딘홀딩스,121440,2016/12,-4.06,-7.62,38.04,-8.13,-5.91,0,0,-102.25
(주)골프존뉴딘홀딩스,121440,2017/12,-4.56,-1.92,-25.52,-5.28,-15.02,0,0,0
(주)골프존뉴딘홀딩스,121440,2018/12,5.06,3,26.58,0.92,-31.49,0,0,0
(주)골프존뉴딘홀딩스,121440,2019/12,-4.59,0.57,-48.36,-7.1,67.06,0,0,0
(주)골프존뉴딘홀딩스,121440,2020/12,4.58,2.57,37.7,4.04,113.7,0,0,0
(주)골프존뉴딘홀딩스,121440,2021/12,25.02,31.78,-58.18,27.66,39.42,65.73,392.88,394.43
(주)광림,014200,2011/12,-21.74,-5.61,-30.6,3.05,13.98,51.35,19.12,-8.46
(주)광림,014200,2012/12,3.95,-1.83,8.27,12.04,-19.88,-74.89,-77.3,-101.95
(주)광림,014200,2013/12,13.17,-3.13,24.21,2.04,21.24,150.53,178.1,0
(주)광림,014200,2014/12,18.4,89.19,-18.97,2.26,-10.53,-42.29,-30.24,12.98
(주)광림,014200,2015/12,21.66,33.6,6.95,22.09,156.31,-30.56,710.82,554.68
(주)광림,014200,2016/12,3.92,13.36,-10.61,11.52,-63.2,-87.05,-95.26,-95.16
(주)광림,014200,2017/12,143.02,13.18,396.51,95.69,13.88,1241.39,19608.62,18520.81
(주)광림,014200,2018/12,-36.04,-20.1,-43.14,-31.51,-24.07,-4.39,0,-167.9
(주)광림,014200,2019/12,-18.11,22.05,-43.22,-49.77,23.51,73.38,0,0
(주)광림,014200,2020/12,21.32,62.37,-33.88,143.79,11.81,115.34,0,0
(주)광림,014200,2021/12,16.18,9.98,36.65,37.9,31.37,72.01,0,0
(주)광명전기,017040,2011/12,9.3,3.44,15.72,8.73,-15.07,-31.82,0,0
(주)광명전기,017040,2012/12,4.23,-10.09,18.25,-3.25,36.83,140.34,0,0
(주)광명전기,017040,2013/12,1.21,-6.93,7.28,10.26,13.9,136.76,0,0
(주)광명전기,017040,2014/12,13.56,3.72,19.92,11.1,28.18,21.63,31.64,19.28
(주)광명전기,017040,2015/12,-10.08,4.03,-17.96,5.53,-19.69,-62.61,-50.67,-44.63
(주)광명전기,017040,2016/12,16.42,41.6,-1.42,21.13,4.23,-0.54,353.52,303.08
(주)광명전기,017040,2017/12,2.77,1.48,4.09,-1.05,8.41,-1.68,0,-106.01
(주)광명전기,017040,2018/12,-3.66,-0.03,-7.27,3,-7.74,-20.88,0,0
(주)광명전기,017040,2019/12,13.24,-1.18,28.66,7.04,28.94,146.15,103.31,142.13
(주)광명전기,017040,2020/12,6.39,-11.08,20.76,5,-9.98,-35.32,-24.39,-13.48
(주)광명전기,017040,2021/12,0.71,-7.59,5.74,4.14,9.08,-50.86,-6.2,-11.48
(주)광무,029480,2011/12,-27.33,-12.51,-41.17,-19.99,-37.27,0,0,0
(주)광무,029480,2012/12,-29.91,-12.08,-54.7,-25.92,-19.76,0,0,0
(주)광무,029480,2013/12,-51.98,-50.19,-56.81,-68.93,-74.99,0,0,0
(주)광무,029480,2014/12,-3.56,-15.91,34.87,-25.04,280.1,0,0,0
(주)광무,029480,2015/12,-24.15,-13.82,-44.21,-8.95,-54.05,0,0,0
(주)광무,029480,2016/12,37.65,8.51,124.99,3.99,49.76,0,0,0
(주)광무,029480,2017/12,-0.48,-18.58,25.69,68.28,-18.5,-84.58,0,-1153.79
(주)광무,029480,2018/12,-10.13,-4.04,-15.84,-28.46,-3.87,0,0,0
(주)광무,029480,2019/12,119.69,78.07,164.13,129,21.91,0,0,0
(주)광무,029480,2020/12,-35.14,-27.2,-40.85,9.01,-0.94,0,0,0
(주)광무,029480,2021/12,168.32,63.73,260.98,109.11,-27.33,0,0,0
(주)광주신세계,037710,2011/12,16.28,-0.39,25.98,19.1,5.69,16.3,17.89,16.89
(주)광주신세계,037710,2012/12,13.11,19.22,10.3,16.57,-2.65,-1.21,2.85,3.18
(주)광주신세계,037710,2013/12,52.41,341.08,-91.01,13.02,-3.37,-3.79,-9.67,-8.1
(주)광주신세계,037710,2014/12,-0.55,-0.36,-5.07,9.77,-0.86,-7.41,-13.04,-14.55
(주)광주신세계,037710,2015/12,1.03,-0.35,36.43,9.53,0.25,5.67,8.68,6.73
(주)광주신세계,037710,2016/12,-0.61,-0.46,-3.24,8.73,2.48,2.33,-0.76,0.34
(주)광주신세계,037710,2017/12,-0.07,-0.21,2.52,8.44,-0.37,0.43,5.03,4.82
(주)광주신세계,037710,2018/12,6.29,-0.49,133.14,7.13,-35.5,-11.05,-5.75,-6.98
(주)광주신세계,037710,2019/12,8.07,4.94,33.1,6.53,14.54,10.05,5.71,7.05
(주)광주신세계,037710,2020/12,4.25,-1.12,38.06,5.61,-4.76,-12.33,-9.46,-9.02
(주)광주신세계,037710,2021/12,8.65,-0.5,49.91,6.81,15.23,25.43,21.39,24.53
(주)구스앤홈,329050,2019/12,,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,,
(주)구영테크,053270,2011/12,8.48,2.8,17.06,4.64,2.88,-25.23,-74.84,-74.02
(주)구영테크,053270,2012/12,15.27,11.75,19.95,4.79,4.68,-6.75,26.82,30.18
(주)구영테크,053270,2013/12,-10.87,1.13,-25.68,4.98,16.55,-7.78,-9.02,0.49
(주)구영테크,053270,2014/12,4.1,-0.39,11.64,37.18,1.99,-37.66,16.64,-3.9
(주)구영테크,053270,2015/12,1.2,1.29,1.05,4.42,11.97,26.86,140.92,143.84
(주)구영테크,053270,2016/12,5.97,12.57,-3.95,5.36,-13.53,16.56,22.65,44.11
(주)구영테크,053270,2017/12,28.18,25.98,32.06,1.45,-1.36,-26.47,-68.39,-77.69
(주)구영테크,053270,2018/12,4.95,18.09,-17.13,22.84,10.27,-45.84,215.7,135.46
(주)구영테크,053270,2019/12,-3.73,0.17,-13.06,1.4,13.68,53.4,-60.17,-35.19
(주)구영테크,053270,2020/12,7.16,0.26,26.2,0.1,-8.9,-5.43,-42.13,-48.23
(주)구영테크,053270,2021/12,-0.17,1.93,-4.77,5.47,19.8,31.12,216.38,340.51
(주)국동,005320,2011/12,-25.83,-35.36,-15.04,-83.1,-9.5,0,0,-1895.33
(주)국동,005320,2012/12,-15.32,-8.96,-20.8,3,-8.56,0,0,0
(주)국동,005320,2013/12,12.24,-11.45,35.7,114.33,4.58,88.57,804.19,2625.81
(주)국동,005320,2014/12,32.84,9.55,47.89,141.04,23.14,66.84,97.66,139.28
(주)국동,005320,2015/12,24.07,83.42,-4.36,56.21,-13.09,20.45,13.41,26.53
(주)국동,005320,2016/12,30,9.7,48.64,78.92,24.26,14.62,-17.7,-19.98
(주)국동,005320,2017/12,-12.73,2.25,-22.88,-3.57,2.15,0,0,-223.54
(주)국동,005320,2018/12,7.42,-5.11,18.68,8.08,5.23,0,0,0
(주)국동,005320,2019/12,19.98,24.5,16.73,30.14,-15.08,0,0,-617.51
(주)국동,005320,2020/12,36.16,2.96,61.6,19.32,43.81,0,0,0
(주)국동,005320,2021/12,-17.87,6.32,-29.68,22.23,-33.14,0,0,0
(주)국보,001140,2011/12,2.09,-3.6,11.58,-1.57,8.94,-29.54,0,-176.02
(주)국보,001140,2012/12,-3.55,-0.13,-8.49,-6.55,-7.71,-41.84,0,0
(주)국보,001140,2013/12,1.02,3.09,-2.23,-12.56,-0.17,-39.5,0,0
(주)국보,001140,2014/12,-7.71,-3.25,-15.11,-24.18,-17.56,0,0,0
(주)국보,001140,2015/12,-8.49,-5.06,-14.98,-18.45,-5.11,0,0,0
(주)국보,001140,2016/12,-3.33,-2.8,-4.46,-22.86,-8.79,0,0,0
(주)국보,001140,2017/12,-9.9,-1.61,-27.7,21.5,-4,0,0,0
(주)국보,001140,2018/12,-34.69,-34.64,-34.84,-27.81,-10.36,0,0,0
(주)국보,001140,2019/12,26.03,18.13,49.19,6.05,-12.9,0,0,0
(주)국보,001140,2020/12,29.07,19.77,50.68,154.11,-8.59,0,0,0
(주)국보,001140,2021/12,8.75,14.09,-1.09,9.74,0.24,0,0,0
(주)국보디자인,066620,2011/12,6.46,-8.17,13.4,13.8,19.42,99.65,65.76,92.26
(주)국보디자인,066620,2012/12,17.26,-8.71,27.25,20.24,-3.85,26.94,30.63,18.41
(주)국보디자인,066620,2013/12,31.32,33.09,30.84,11.43,29.34,-3.11,9.11,-5.69
(주)국보디자인,066620,2014/12,3.05,-0.99,4.18,8.48,3.3,-5.65,-16.1,-11.4
(주)국보디자인,066620,2015/12,2.67,22.17,-2.53,7.12,-0.39,-30.56,-12.07,-4.72
(주)국보디자인,066620,2016/12,16.89,-0.28,22.63,6.38,21.54,95.18,71.35,52.24
(주)국보디자인,066620,2017/12,4.96,-4.58,7.56,17.56,37,79.7,18.85,51.81
(주)국보디자인,066620,2018/12,2.17,10.11,0.25,9.77,-11.97,-30.19,-0.36,-15.02
(주)국보디자인,066620,2019/12,22.26,-17.93,32.91,8.18,2.58,-37.27,-32.56,-17.85
(주)국보디자인,066620,2020/12,25.76,482.03,-48.89,36,7.07,104.43,73.39,308.33
(주)국보디자인,066620,2021/12,30.46,39.07,14.41,36.98,16.42,4.18,3.78,29
(주)국순당,043650,2011/12,-0.43,12.52,-15.08,0.75,19.79,-63.42,-64.76,-65.19
(주)국순당,043650,2012/12,4.97,5.1,4.78,7.04,-7.35,19.86,-9.18,-7.68
(주)국순당,043650,2013/12,-0.14,-2.79,3.83,-0.17,-16.51,-82.52,-54.19,-57.1
(주)국순당,043650,2014/12,1.27,0.61,2.21,0.46,-7.25,-25.77,-14.88,-26.44
(주)국순당,043650,2015/12,-1.1,0.93,-3.9,-0.39,-15.94,0,0,-384.07
(주)국순당,043650,2016/12,-1.7,6.26,-13.27,-1.57,-8.71,0,0,0
(주)국순당,043650,2017/12,4.38,3.99,5.06,4.67,-12.19,0,0,0
(주)국순당,043650,2018/12,5.94,18.76,-16.68,6.13,-12.33,0,54.06,62.41
(주)국순당,043650,2019/12,-5.07,-5.82,-3.19,-3.23,-8.8,0,-96.23,-93.85
(주)국순당,043650,2020/12,7.62,12.66,-4.7,6.77,4.79,0,2595.88,1489.33
(주)국순당,043650,2021/12,8.12,6.6,12.5,6.59,22.63,63.91,9.51,9.18
(주)국영지앤엠,006050,2011/12,30.7,50.65,10.06,-6.4,1.5,0,0,-122.09
(주)국영지앤엠,006050,2012/12,-1.35,9.16,-16.25,40.41,2.85,0,0,0
(주)국영지앤엠,006050,2013/12,4.83,-2.56,18.49,0.84,27.43,0,-80.27,-80.27
(주)국영지앤엠,006050,2014/12,-6.52,-4.39,-9.75,1.93,-7.7,19.12,-58.51,-58.51
(주)국영지앤엠,006050,2015/12,8,-1.61,23.45,3.67,-22.11,0,0,-234.99
(주)국영지앤엠,006050,2016/12,3.07,0.84,5.94,3.24,28.3,0,0,0
(주)국영지앤엠,006050,2017/12,0.65,0.03,1.42,4.06,22.16,466.79,271.36,277.04
(주)국영지앤엠,006050,2018/12,-8.72,-2.52,-16.19,-1.64,-10.44,0,0,-124.41
(주)국영지앤엠,006050,2019/12,13.79,3.96,27.57,2.08,29.68,0,0,0
(주)국영지앤엠,006050,2020/12,2,2.96,0.9,-3.43,-11.82,0,0,-219.79
(주)국영지앤엠,006050,2021/12,-5.36,-3.06,-8.03,-9.53,-14.53,0,0,0
(주)국전약품,307750,2018/12,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,
(주)국전약품,307750,2020/12,0,0,0,0,0,0,0,0
(주)국전약품,307750,2021/12,85.09,59.98,97.2,157.99,5.87,5.94,0,0
(주)그래디언트,035080,2011/12,41.22,284.01,-89.98,-8.22,9.8,0,0,-201.82
(주)그래디언트,035080,2012/12,-7.58,-6,-40.46,23.04,17.36,0,0,0
(주)그래디언트,035080,2013/12,-1.85,0.79,-88.02,-2.27,-28.79,0,0,-165.22
(주)그래디언트,035080,2014/12,-3.68,-4.12,118.25,4.4,-2.35,-47.9,0,0
(주)그래디언트,035080,2015/12,4.37,5.03,-74.63,2.72,66,3527.73,1995.32,1995.32
(주)그래디언트,035080,2016/12,-14.97,-14.88,-58.39,-9.78,28.33,83.74,0,-409.62
(주)그래디언트,035080,2017/12,-14.97,-15.68,710.36,-15.56,-24.41,-43.79,0,0
(주)그래디언트,035080,2018/12,-1.33,-1.18,-16.46,-1.07,-1.98,-1.16,0,0
(주)그래디언트,035080,2019/12,-0.98,-0.25,-92.22,-1.58,-28.75,-36.47,-6.35,-2.85
(주)그래디언트,035080,2020/12,63.16,21.57,67225.76,5.16,1840.22,0,-80.45,-75.74
(주)그래디언트,035080,2021/12,10.5,-29.28,126.51,-1.35,-91.04,0,0,-2159.16
(주)그리티,204020,2018/12,38.51,-7.06,49.02,35.98,-5.83,-3.4,-22.41,-22.41
(주)그리티,204020,2019/12,0.28,67.11,-9.33,1.06,3.36,-52.43,-56.36,-56.36
(주)그리티,204020,2020/12,-4.84,34.2,-15.19,-2.07,-0.93,-41.35,-41.38,-41.38
(주)그리티,204020,2021/12,-10.61,1.73,-15.79,-12,-13.13,0,0,-830.54
(주)그린플러스,186230,2019/12,16.26,-1.72,41.66,56.64,-6.28,-16.78,10.06,8.48
(주)그린플러스,186230,2020/12,28.56,15.08,41.78,-9.04,40.61,57.98,0,-190.17
(주)그린플러스,186230,2021/12,20.08,3.52,33.26,80.54,37.25,5.5,0,0
(주)극동자동화,272420,2017/12,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,38.76,44.47,35.72,10.99,-11.99,-58.26,-62.08,-59.36
(주)글로벌스탠다드테크놀로지,083450,2012/12,-1.34,20.7,-13.8,26.65,54.38,112.79,134.75,115.83
(주)글로벌스탠다드테크놀로지,083450,2013/12,16.32,4.72,25.5,17.35,25.72,-0.26,-6.07,4.85
(주)글로벌스탠다드테크놀로지,083450,2014/12,10.98,8.57,12.58,16.48,8.97,3.62,21.19,12.83
(주)글로벌스탠다드테크놀로지,083450,2015/12,-4.02,21.89,-20.54,8.86,-6.85,-42.16,-36.44,-33.77
(주)글로벌스탠다드테크놀로지,083450,2016/12,29.08,5.73,51.91,6.92,2.19,-35.19,-3.89,-17.1
(주)글로벌스탠다드테크놀로지,083450,2017/12,13.42,32.85,0.19,26.69,89.06,700.85,249.51,315.22
(주)글로벌스탠다드테크놀로지,083450,2018/12,-1.62,9.62,-11.76,7.97,-25.29,-58.62,-41.02,-41.99
(주)글로벌스탠다드테크놀로지,083450,2019/12,38.23,-7.51,89.5,24.45,30.41,178.66,119.77,124.56
(주)글로벌스탠다드테크놀로지,083450,2020/12,-0.04,1.33,-0.79,8.92,2.24,-22.41,-33.33,-38.91
(주)글로벌스탠다드테크놀로지,083450,2021/12,45.58,20.37,59.67,30.28,87.97,128.01,182.39,197.5
(주)금비,008870,2011/09,42.65,97.06,-25.75,-2.46,24.66,122.78,-33.87,-27.75
(주)금비,008870,2012/09,-2.5,-0.17,-10.27,-0.45,-8.08,-77.02,-83.81,-21.59
(주)금비,008870,2013/09,0.34,2.57,-7.94,-0.43,-1.52,12.91,125.66,27.02
(주)금비,008870,2014/09,4.67,7.98,-9.05,-2.65,-1.6,0,0,-325.89
(주)금비,008870,2015/09,3.05,-2.93,32.4,2.09,16,0,0,0
(주)금비,008870,2016/09,9.19,6.92,17.37,6.34,7.15,-8.13,114.11,141.62
(주)금비,008870,2017/09,-4.6,-0.91,-16.7,0.81,-19.88,-87.45,-75.83,-66.64
(주)금비,008870,2018/09,1.12,-0.27,6.56,3.21,12.96,222.09,185.32,87.89
(주)금비,008870,2019/09,1.03,-0.46,6.5,1.28,0.76,-51.36,-34.2,-35.92
(주)금비,008870,2020/09,2.83,1.56,7.17,-3.11,-13.27,0,0,-154.58
(주)금비,008870,2021/09,4.65,4.05,6.61,3.13,3.7,0,0,0
(주)금빛,045890,2011/12,-23.1,-4.78,-36.69,-20.94,-30.61,0,0,0
(주)금빛,045890,2012/12,-6.47,4.44,-18.64,7.03,52.05,0,0,0
(주)금빛,045890,2013/12,6.08,14.82,-6.43,-0.56,1.97,-32,-98.07,-108.5
(주)금빛,045890,2014/12,3.02,-4.31,15.91,-4.22,1.26,79.67,0,0
(주)금빛,045890,2015/12,2.99,-1.53,9.55,9.32,4.03,-19.89,0,0
(주)금빛,045890,2016/12,-0.69,0.14,-1.77,7.98,-15.8,-27.58,-22.42,-24.49
(주)금빛,045890,2017/12,3.34,-8.48,19.04,-9.07,-2.16,0,0,-153.51
(주)금빛,045890,2018/12,-4.47,3.82,-12.95,8.86,-23.42,0,0,0
(주)금빛,045890,2019/12,-7.19,7.53,-25.14,-38.91,9.61,0,0,0
(주)금빛,045890,2020/12,15.55,10.11,25.06,70.57,-32.43,0,0,0
(주)금양,001570,2011/12,18.18,11.24,30.16,2.26,11.24,54.65,61.19,65.74
(주)금양,001570,2012/12,2.51,8.71,-6.63,5.2,7.29,4.46,29.68,29.67
(주)금양,001570,2013/12,12.02,1.48,30.1,0.36,21.95,-19.06,-51.96,-56.54
(주)금양,001570,2014/12,1.86,7.31,-5.44,2.33,4.47,34.95,88.53,92.26
(주)금양,001570,2015/12,8.5,6.92,10.89,0.48,10.51,17.19,-18.28,-12.96
(주)금양,001570,2016/12,11.1,21.14,-3.59,-52.38,5.61,8.15,0,-1166.03
(주)금양,001570,2017/12,-4.48,-4.25,-4.9,40.53,-6.33,-33.12,0,0
(주)금양,001570,2018/12,-6.95,-1.12,-17.76,57.39,0.58,9.81,4295.03,2604.56
(주)금양,001570,2019/12,10.56,2.44,28.66,-28.83,-10.39,-19.1,0,-181.27
(주)금양,001570,2020/12,-6.87,0.91,-20.66,32.47,-11.03,-24.81,0,0
(주)금양,001570,2021/12,45.97,14.9,116.04,27.47,45.14,82.56,0,0
(주)금오하이텍,165270,2013/12,,,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,,,
(주)금호에이치티,214330,2015/12,6.84,4.41,7.73,32.43,3.74,26.23,24.02,3.93
(주)금호에이치티,214330,2016/12,38.79,105.92,14.93,12.9,4.38,-19.66,-23.14,-24.69
(주)금호에이치티,214330,2017/12,-3.54,-4,-3.26,5.23,-12.78,-33.21,-57.84,-50.72
(주)금호에이치티,214330,2018/12,57.28,61.22,54.79,34.34,14.36,-31.74,30.71,-2.62
(주)금호에이치티,214330,2019/12,36.65,43.17,32.36,37.92,17.16,-39.71,-74.73,-47.57
(주)금호에이치티,214330,2020/12,5.94,13.73,0.4,25.47,-18.29,0,0,-448.41
(주)금호에이치티,214330,2021/12,25.84,75.98,-14.58,46.61,8.91,0,0,0
(주)금화피에스시,036190,2011/12,14.14,15.25,13.65,17.29,-15.27,14.38,23.28,14.61
(주)금화피에스시,036190,2012/12,12.01,9.6,13.08,20.9,30.8,24.35,21.76,40.44
(주)금화피에스시,036190,2013/12,28.15,79.75,6.01,22.64,44.73,25.87,14.6,9.34
(주)금화피에스시,036190,2014/12,8.27,22.18,-1.85,12.08,6.59,-10.62,-2.59,-7.49
(주)금화피에스시,036190,2015/12,19.63,2.93,34.75,12.12,17.95,14,5.18,8.92
(주)금화피에스시,036190,2016/12,12.83,-0.53,22.08,12.47,2.35,7.65,1.61,11.33
(주)금화피에스시,036190,2017/12,9.46,5.42,11.75,10.2,-13.18,17.32,-5.89,-6.14
(주)금화피에스시,036190,2018/12,12.05,12.4,11.87,19.89,15.49,19.21,83.94,61.82
(주)금화피에스시,036190,2019/12,5.3,22.15,-3.71,7.75,-11.34,-22.94,-33.77,-31.19
(주)금화피에스시,036190,2020/12,3.1,21.72,-9.51,4.03,14.85,-20.45,-14.34,-19.41
(주)금화피에스시,036190,2021/12,4.58,11.8,-2,6.6,0.09,-12.55,2.98,19.68
(주)기가레인,049080,2013/12,0,0,0,0,0,0,0,0
(주)기가레인,049080,2014/12,8.39,29.83,-20.03,23.14,1.49,-17.96,-18.14,-23.04
(주)기가레인,049080,2015/12,11.49,16.99,-0.34,-15.07,-35.83,0,0,-266.41
(주)기가레인,049080,2016/12,2.75,3.01,2.1,-12.83,14.92,0,0,0
(주)기가레인,049080,2017/12,17.76,0.91,60.73,56.01,27.67,0,0,0
(주)기가레인,049080,2018/12,-1.92,-25.32,35.51,-24.88,27.59,0,0,0
(주)기가레인,049080,2019/12,-34.46,-32.92,-35.82,-58.3,-44.74,0,0,0
(주)기가레인,049080,2020/12,-12.87,-25.74,-1.02,82.12,-40.23,0,0,0
(주)기가레인,049080,2021/12,-6.98,-0.06,-11.76,24.05,82.13,0,0,0
(주)기산텔레콤,035460,2011/12,-13.69,-3.81,-18.92,-20.4,-42.86,0,0,-662.2
(주)기산텔레콤,035460,2012/12,-21.59,-8.93,-29.55,4.43,35.53,0,0,0
(주)기산텔레콤,035460,2013/12,22.9,-0.84,42.19,6.4,-1.77,-46.1,42.99,50.79
(주)기산텔레콤,035460,2014/12,-5.19,-9.84,-2.55,0.95,-13.96,-88.76,-68.01,-84.25
(주)기산텔레콤,035460,2015/12,-0.71,-10.5,4.43,6.3,9.85,-35.6,-13.81,52.07
(주)기산텔레콤,035460,2016/12,-12.59,-4.46,-16.24,-3.36,-46.01,0,0,-428.09
(주)기산텔레콤,035460,2017/12,-5.44,-4.29,-6.03,-5.3,19.81,0,0,0
(주)기산텔레콤,035460,2018/12,-23.2,-27.22,-21.09,-17.47,-15.91,0,0,0
(주)기산텔레콤,035460,2019/12,16.97,56.77,-2.2,7.3,22.85,0,0,0
(주)기산텔레콤,035460,2020/12,7.04,-12.74,22.32,-4.75,-12.31,0,0,-168.68
(주)기산텔레콤,035460,2021/12,-14.46,12.31,-29.21,-8.03,-32.32,0,0,0
(주)까뮤이앤씨,013700,2011/12,-29.69,-6.13,-54.95,-71.78,-58.95,0,0,-4332.4
(주)까뮤이앤씨,013700,2012/12,-18.24,-51.19,55.36,-11.54,1.03,0,0,0
(주)까뮤이앤씨,013700,2013/12,-17.62,-30.4,-8.65,-17.29,-8.14,0,0,0
(주)까뮤이앤씨,013700,2014/12,-22.66,62.82,-68.36,5.88,47.86,0,0,0
(주)까뮤이앤씨,013700,2015/12,-0.14,-30.08,82.24,28.26,7.12,41.39,126.18,437.79
(주)까뮤이앤씨,013700,2016/12,10.44,46.4,-27.53,11.63,5.54,10.27,-37,-33.53
(주)까뮤이앤씨,013700,2017/12,-2.13,1.43,-9.71,15.64,23.24,127.11,159.1,21.34
(주)까뮤이앤씨,013700,2018/12,1.65,0.67,3.98,0.77,-32.46,-59.86,-79.39,-84.29
(주)까뮤이앤씨,013700,2019/12,18.73,-5.18,74.17,19.09,143.7,266.52,676.1,823.77
(주)까뮤이앤씨,013700,2020/12,-1.57,20.6,-29.57,16.68,-42.94,-81.02,-31.81,3.72
(주)까뮤이앤씨,013700,2021/12,17.35,14.61,23.27,19.39,1.21,0,0,30.85
(주)까스텔바작,308100,2019/12,12.4,37.59,5.83,22.34,-11.97,-36.94,-37.38,-37.38
(주)까스텔바작,308100,2020/12,12.97,35.41,5.37,3.43,-17.19,-14.21,-62.6,-62.58
(주)까스텔바작,308100,2021/12,16.8,60.13,-2.07,-9.04,-0.47,0,0,-278.8
(주)나노,187790,2014/12,,,,,,,,
(주)나노,187790,2015/12,0,0,0,0,0,0,0,0
(주)나노,187790,2016/12,-21,-12.13,-35.03,-15.01,24.18,0,0,0
(주)나노,187790,2017/12,3.14,-10.03,31.33,36.75,62.04,0,0,0
(주)나노,187790,2018/12,12.64,28.84,-11.12,20.17,14.34,-48.68,0,0
(주)나노,187790,2019/12,9.59,2.1,25.52,7.89,12.22,76.43,0,0
(주)나노,187790,2020/12,-4.36,-14.9,13.87,-9.91,-5.42,-73.89,0,-1347.48
(주)나노,187790,2021/12,-16.61,-30.59,1.45,-32.57,-1.21,598.3,0,0
(주)나노브릭,286750,2019/12,35.72,-3.47,144.47,828.34,8.2,0,0,-176.51
(주)나노브릭,286750,2020/12,-9.9,-17.07,-2.03,-0.14,11.27,0,0,0
(주)나노브릭,286750,2021/12,49.15,-0.51,95.22,-12.18,-19.04,0,0,0
(주)나노신소재,121600,2011/12,46.81,23.36,64.38,124.46,20.34,-48.82,-32.7,-35.18
(주)나노신소재,121600,2012/12,-6.28,0.79,-10.26,-2.55,-29.38,0,0,-133.14
(주)나노신소재,121600,2013/12,-1.26,-5.65,1.52,2.18,13.46,0,0,0
(주)나노신소재,121600,2014/12,6.04,-7.77,14.15,6.29,4.1,167.54,230.39,194.8
(주)나노신소재,121600,2015/12,15.37,-1.2,23.23,20.07,54.48,151.82,106.88,107.66
(주)나노신소재,121600,2016/12,1.94,-3.22,3.9,5.02,-4.7,-31.15,-22.9,-24.85
(주)나노신소재,121600,2017/12,5.61,24.86,-1.22,6.86,10.84,34.81,14.12,36.06
(주)나노신소재,121600,2018/12,10.16,1.52,14.03,7.03,14.66,1.8,11.51,-7.6
(주)나노신소재,121600,2019/12,3.79,4.84,3.38,5.6,-6.42,-40.05,-22.82,-21.25
(주)나노신소재,121600,2020/12,4.73,39.42,-9.29,-1.59,-0.75,-69.81,-69.83,-74.38
(주)나노신소재,121600,2021/12,14.13,-2.75,24.63,8.8,26.13,309.27,367.69,488.12
(주)나노엔텍,039860,2011/12,37.62,-20.73,101.16,1.84,-13.3,0,0,0
(주)나노엔텍,039860,2012/12,-11.26,26.68,-27.54,-21.32,3.62,0,0,0
(주)나노엔텍,039860,2013/12,4.22,18.97,-6.84,9.19,40.63,0,0,0
(주)나노엔텍,039860,2014/12,-0.29,-5.26,4.48,53.13,6.21,-76.14,0,-298.39
(주)나노엔텍,039860,2015/12,26.77,48.06,8.28,27.59,-7.91,0,0,0
(주)나노엔텍,039860,2016/12,-18.37,-25.19,-10.27,-43.57,6.84,0,0,0
