회사명,거래소코드,회계년도,[제조]비유동비율(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]부채비율(IFRS),[제조]유동부채비율(IFRS),[제조]차입금비율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]유보액대비율(IFRS),[제조]유보액 대 납입자본배율(IFRS),[제조]투자집중도(IFRS)
(주)티비씨,033830,2018/12,29.3,915.67,915.67,34.54,9.5,8.76,0,227.31,51.89,1.22,264.58
(주)티비씨,033830,2019/12,29.79,913.06,913.06,13.7,9.93,8.78,0,519.12,53.1,1.3,223.6
(주)티비씨,033830,2020/12,36.38,1604.73,1604.73,90.13,5.5,4.31,0,291.38,56.15,1.34,270.79
(주)티비씨,033830,2021/12,41.45,927.37,927.37,58.88,8.28,7.21,0.24,499.29,55.96,1.42,221.16
(주)티비에이치글로벌,084870,2011/12,92.72,132.84,53.54,4.07,68.63,57.14,45.64,0.8,55.55,14.81,111.6
(주)티비에이치글로벌,084870,2012/12,114.11,140.47,51.21,5.8,80.67,47.39,37.62,-0.04,51.36,12.87,114.79
(주)티비에이치글로벌,084870,2013/12,113.78,163.8,50.44,4.19,76.49,38.28,34.33,1.25,52.58,12.89,112.03
(주)티비에이치글로벌,084870,2014/12,133.61,176.84,57.27,0.39,106.17,41.03,26.23,-8.95,44.71,11.79,134.27
(주)티비에이치글로벌,084870,2015/12,171.75,171.33,37.45,0.47,158.21,50.47,53.53,-6.89,34.6,8.38,130.8
(주)티비에이치글로벌,084870,2016/12,207.02,122.41,31.23,0.2,227.28,98.25,78.9,-2.54,26.22,6.05,99.99
(주)티비에이치글로벌,084870,2017/12,226.08,63.79,19.32,0.1,278.76,239.34,95.7,0.26,21.89,4.85,88.45
(주)티비에이치글로벌,084870,2018/12,96.77,145.32,42.92,3.39,45.14,33.28,32.18,-0.47,64.98,16.59,74.15
(주)티비에이치글로벌,084870,2019/12,82.05,174.04,56.29,1.06,63.01,46.52,41.85,1.76,55.4,9.33,64.36
(주)티비에이치글로벌,084870,2020/12,89.33,156.13,47.15,0.61,78.54,57.14,51.44,-3.24,48.53,6.49,67.88
(주)티비에이치글로벌,084870,2021/12,83.38,143.57,54.67,8.66,113.96,90.95,66.64,3.39,37.83,4.24,57.47
(주)티사이언티픽,057680,2011/12,78.63,236.33,236.33,38.07,33.58,23.25,18.79,-3.97,47.43,1.48,114.56
(주)티사이언티픽,057680,2012/12,78.51,185.21,185.21,53.4,57.54,42.67,24.25,-22.79,34.77,1.04,131.98
(주)티사이언티픽,057680,2013/12,135.31,89.48,84.98,34.96,95.62,67.4,58.33,-16.43,25.66,0.87,129.69
(주)티사이언티픽,057680,2014/12,101.47,143.12,143.07,24.9,74.71,51.18,48.55,2.45,27.24,0.79,69.5
(주)티사이언티픽,057680,2015/12,125.99,184.06,184.06,24.89,128.04,55.44,86.86,-4.62,16.96,0.55,50.73
(주)티사이언티픽,057680,2016/12,166.91,140.63,140.63,47.03,196.46,92.13,120.22,-10.43,-1.16,-0.03,54.59
(주)티사이언티픽,057680,2017/12,214.19,94.3,94.3,54.15,383.24,285.32,244.32,-2.04,-1.01,-0.04,64.91
(주)티사이언티픽,057680,2018/12,79.09,117.73,117.72,84.31,122.53,121.84,69.78,-0.68,21.76,0.91,901.04
(주)티사이언티픽,057680,2019/12,118.47,58.69,58.69,16.91,43.72,43.02,14.56,3.91,44.31,1.71,200.85
(주)티사이언티픽,057680,2020/12,95.43,182.82,182.82,35.38,29.89,18.85,5.57,1.41,55.95,2.6,322.36
(주)티사이언티픽,057680,2021/12,119.6,96.15,96.15,13.23,33.53,14.48,7.59,0.78,67.05,8.36,314.46
(주)티씨엠생명과학,228180,2015/12,,,,,,,,,,,
(주)티씨엠생명과학,228180,2016/12,99.68,115.59,113.88,86.3,500.63,433.38,0,-1.78,13.38,4.09,1693.04
(주)티씨엠생명과학,228180,2017/12,0,42.45,41.3,17.05,0,0,0,-1.7,0,0,613.07
(주)티씨엠생명과학,228180,2018/12,0,20.64,19.09,5.37,0,0,0,-2.17,0,0,317.06
(주)티씨엠생명과학,228180,2019/12,309.83,26.77,21.82,12.07,282.92,273.03,197.07,-2.08,18.08,2.25,224.61
(주)티씨케이,064760,2011/12,73.92,282.24,161.53,57.03,20.76,16.6,0,610.95,76.18,11.5,142.18
(주)티씨케이,064760,2012/12,70.03,519.12,203.92,80.49,11.5,7.99,0,999999999,82.92,12.26,165.84
(주)티씨케이,064760,2013/12,63.7,903.33,548.88,84.68,7.89,4.89,0,999999999,85.75,12.35,234.16
(주)티씨케이,064760,2014/12,50.63,698.4,538.69,96.17,10.67,8.6,0,999999999,83.95,13.1,180.75
(주)티씨케이,064760,2015/12,49.28,656.03,548.78,103.67,9.95,9.25,0,999999999,85.31,15.11,159.75
(주)티씨케이,064760,2016/12,56.97,386.5,307.44,31.88,15.39,15.11,0,999999999,82.22,18.53,137.97
(주)티씨케이,064760,2017/12,46.71,442.07,361.79,108.64,16.05,15.69,0,999999999,82.71,23.92,124.46
(주)티씨케이,064760,2018/12,38.06,488.91,401.36,123.96,16.29,16,0,999999999,83.26,30.54,123.83
(주)티씨케이,064760,2019/12,43.48,520.76,404.19,93.09,13.79,13.5,0.17,5311.6,85.55,36.77,135.1
(주)티씨케이,064760,2020/12,40.89,537.78,455.6,106.22,14.09,13.61,0.11,5908.9,85.76,45.33,128.76
(주)티씨케이,064760,2021/12,33.81,563.74,491.64,110.15,14.78,14.36,0.17,6215.46,85.62,57.16,138.68
(주)티앤알바이오팹,246710,2018/12,3.18,9965.8,9836.41,3192.85,2.77,1,0,-1435.68,84.22,6.43,3177.32
(주)티앤알바이오팹,246710,2019/12,17.01,2543.32,2496.13,525.13,9.41,3.63,4.54,-149.08,75.99,4.93,1954.14
(주)티앤알바이오팹,246710,2020/12,12.31,3541.92,3245.98,1924.89,5.33,2.63,2.05,-153.96,84.2,7.84,677.87
(주)티앤알바이오팹,246710,2021/12,44.51,3810.33,3602.36,1416.08,97.24,4.01,73.48,-10.39,44.29,6.91,2332.94
(주)티앤엘,340570,2020/12,46.36,704.66,634.26,214.67,10.85,9.15,0.12,331.28,87.17,28.59,180.78
(주)티앤엘,340570,2021/12,52.96,727.63,636.14,224.56,9.07,7.71,0.28,5694.26,87.14,19.18,123.54
(주)티에스넥스젠,043220,2011/12,73.53,181.49,125.56,46.73,63.41,49.52,49.45,-3.12,-48.4,-0.44,39.44
(주)티에스넥스젠,043220,2012/12,99.52,123.75,45.04,5.92,183.67,148.81,129.21,-17.98,15.79,0.81,157.96
(주)티에스넥스젠,043220,2013/12,122.83,390.88,370.97,122.16,273.4,64.1,256.08,-0.79,11.69,0.77,98.15
(주)티에스넥스젠,043220,2014/12,51.47,156.19,152.4,2.19,89.19,88.18,74.65,0.21,25.35,0.92,113.72
(주)티에스넥스젠,043220,2015/12,121.81,80.87,80.35,4.81,108.39,107.06,81.09,-8.29,-4.42,-0.08,84.81
(주)티에스넥스젠,043220,2016/12,118.18,79.78,76.78,41.66,89.64,89.57,82.89,-5.15,18.68,0.55,119.95
(주)티에스넥스젠,043220,2017/12,126.5,110.57,98.71,7.96,101.91,68.2,72.04,-3.84,8.46,0.21,194.76
(주)티에스넥스젠,043220,2018/12,160.94,92.44,73.23,8.14,181.23,130.12,148.1,-8.12,-25.87,-0.42,138.73
(주)티에스넥스젠,043220,2019/12,87.53,209.76,174.32,72.42,67.95,38.34,47.7,1.2,-12.25,-0.17,145.42
(주)티에스넥스젠,043220,2020/12,75.22,361.32,278.63,110.61,44.24,19.1,27.31,1.49,-11.75,-0.14,204.23
(주)티에스넥스젠,043220,2021/12,83.11,136.34,116.6,83.92,118.96,99.64,100.11,-1.81,-0.35,-0.01,398.91
(주)티에스아이,277880,2020/12,54.38,198.58,126.68,59.76,82.21,64.37,32.9,-4.09,48,6.97,143.04
(주)티에스아이,277880,2021/12,78.62,235.19,123.49,8.02,205.52,96.48,103.35,-0.05,25.24,3.37,174.3
(주)티에스엠텍,066350,2011/12,121.11,111.89,84.34,6.56,323.4,270.18,224.05,2.07,22.8,16.76,113.2
(주)티에스엠텍,066350,2012/12,115.8,109.34,79.94,1.38,299.28,259.25,217.29,1.72,24.18,16.81,102.66
(주)티에스엠텍,066350,2013/12,179.25,109.2,77.71,3.59,394.23,288.44,277.4,-1.48,19.22,11.74,139.78
(주)티에스엠텍,066350,2014/12,272.01,92.6,68.06,1.49,613.7,476.97,441.28,-1.97,12.96,7.83,131.61
(주)티에스이,131290,2011/12,63.41,397.05,328.91,12.97,14.57,12.88,0,999999999,85.67,22.9,92.92
(주)티에스이,131290,2012/12,67.71,674.41,509.89,55.63,6.75,5.79,0,999999999,91.69,21.31,140.63
(주)티에스이,131290,2013/12,60.87,538.55,438.56,24.24,9.5,9.03,0,999999999,92.52,21.14,120.9
(주)티에스이,131290,2014/12,54.59,490.72,416.87,11.07,12.32,11.77,0,999999999,90.14,22.13,95.02
(주)티에스이,131290,2015/12,61.95,620.81,513.61,38.37,8.07,7.43,0,999999999,93.5,23.04,110.64
(주)티에스이,131290,2016/12,69.68,486.35,385.53,27.07,8.84,8.05,0,999999999,95.44,21.63,124.87
(주)티에스이,131290,2017/12,66.09,536.2,441.33,55.83,9.1,8.02,0,999999999,94.86,24.02,87.64
(주)티에스이,131290,2018/12,64.02,444.23,390.4,35.75,12.36,10.88,0,999999999,91.79,26.56,101.94
(주)티에스이,131290,2019/12,65.82,343.5,273.13,10.01,16.77,14.83,0.06,4812.14,88.11,28.85,104.58
(주)티에스이,131290,2020/12,59.96,464.05,369.04,59.68,13.95,11.64,0.03,14805.57,87.64,33.18,80.11
(주)티에스이,131290,2021/12,55.44,402.92,344.01,39.73,17.86,15.49,1.43,31026.98,84.62,42.33,95.45
(주)티에스트릴리온,284610,2017/12,,,,,,,,,,,
(주)티에스트릴리온,284610,2018/12,180.19,129.96,100.86,7.22,191.32,85.5,154.39,29.96,23.14,1.75,37.46
(주)티에스트릴리온,284610,2019/12,172.54,105.59,71.9,12.61,170.68,92.95,118.22,9.37,28.79,2.43,44.31
(주)티에스트릴리온,317240,2019/12,,,,,,,,,,,
(주)티에스트릴리온,317240,2020/12,109.14,143.83,90.38,4.05,104.6,66.37,71.74,8.68,40.35,3.25,64.38
(주)티에스트릴리온,317240,2021/12,365.73,48.97,23.21,1.11,371,214.98,311.49,-3.47,9.02,0.61,126.38
(주)티에이치엔,019180,2011/12,186.85,57.72,40.94,0.96,178.77,159.24,69.16,5.1,28.84,4.1,51.16
(주)티에이치엔,019180,2012/12,212.27,60.44,45.72,0.98,231.93,197.99,125.07,2.51,28.63,5.33,54.01
(주)티에이치엔,019180,2013/12,235.42,75.95,65.79,0.06,319.32,242.14,203.29,1.9,22.55,4.83,60.18
(주)티에이치엔,019180,2014/12,221.52,85.22,72.54,7.36,337.05,252.9,214.64,1.43,21.67,4.98,72.6
(주)티에이치엔,019180,2015/12,134.74,116.08,99.18,17.43,233.55,171.26,101.48,2.65,28.77,6.66,67.35
(주)티에이치엔,019180,2016/12,137.89,96.71,82.72,5.67,175.66,142.46,78.81,4.41,32.16,7.81,58.04
(주)티에이치엔,019180,2017/12,142.72,88.75,68.06,0.8,170.85,144.36,75.04,3.55,32.96,8.32,59.71
(주)티에이치엔,019180,2018/12,127.66,101.39,84.09,0.15,182.12,152.35,81,4.68,31.64,8.31,54.27
(주)티에이치엔,019180,2019/12,145.7,95.09,75.92,5.6,178.03,139.16,83.22,7.43,32.6,9.67,59.24
(주)티에이치엔,019180,2020/12,173.87,90.67,54.38,0.95,181.49,118.7,88.11,-3.72,32.07,9.29,65.18
(주)티에이치엔,019180,2021/12,174.14,86.4,58.61,11.09,206.04,152.67,120.08,7.8,29.68,9.93,58.31
(주)티엘비,356860,2020/12,66.51,253.17,182.72,76.25,59.44,36.71,24.93,29.86,60.56,28,57.67
(주)티엘비,356860,2021/12,85.16,192.23,108.67,48.4,49.02,33.22,24.42,41.46,65.13,33.04,56.28
(주)티엘아이,062860,2011/12,64.32,676.7,600.21,82.5,18.32,7.98,10.54,-8.99,80.94,22.61,136.68
(주)티엘아이,062860,2012/12,75.82,211.77,170.53,10.06,22.66,22.12,10.79,12.71,78.71,21.97,126.98
(주)티엘아이,062860,2013/12,62.33,566.72,484.3,38.18,9.14,8.26,0,16.83,87.43,20.84,134.47
(주)티엘아이,062860,2014/12,66.95,378.53,305.45,44.84,13.82,12.38,0,1573.52,85.8,21.76,103.67
(주)티엘아이,062860,2015/12,62.23,493.23,423.36,69.41,11.5,9.99,0,475.66,88.19,22.31,104.04
(주)티엘아이,062860,2016/12,51,670.93,579.21,111.57,9.87,8.77,0,-3469.95,90.43,22.23,138.95
(주)티엘아이,062860,2017/12,55.13,572.39,411.96,122.43,11.2,9.8,0,999999999,96.71,18.93,136.54
(주)티엘아이,062860,2018/12,73.05,325.07,254.55,47.34,14.58,12.78,0,999999999,98.1,14.2,131.45
(주)티엘아이,062860,2019/12,72.83,680.81,568.36,219.79,6.93,5.01,0.14,203.59,103.61,15.15,142.66
(주)티엘아이,062860,2020/12,80.94,319.33,190.01,102,11.71,9.64,0.09,-614.77,101.9,14.19,142.35
(주)티엘아이,062860,2021/12,56.92,777.55,654.75,535.1,8.53,6.64,0.22,-287.04,103.62,15.57,222.94
(주)티와이홀딩스,363280,2020/12,,,,,,,,,,,
(주)티와이홀딩스,363280,2021/12,113.73,18.53,18.53,17.54,16.27,13.7,13.37,24.9,94.93,35.44,173.4
(주)티움바이오,321550,2019/12,3.26,9437.54,9437.54,300.85,1.04,1.04,0.13,-408.77,86.42,6.89,8396.83
(주)티움바이오,321550,2020/12,19.42,4612.24,4612.24,178.78,3.11,1.81,1.51,-275.36,83.01,5.94,7036.58
(주)티움바이오,321550,2021/12,81.22,2204.19,2204.19,138.69,23.03,1.9,21.27,-40.95,69.58,5.95,0
(주)티웨이항공,091810,2018/12,47.08,187.08,181.69,126.04,91.28,77.08,0,46.16,46.82,8.57,56.89
(주)티웨이항공,091810,2019/12,293.53,98.47,93.98,46.44,331.15,139.75,192.96,-0.69,20.39,6.99,95.69
(주)티웨이항공,091810,2020/12,510.51,66.42,60.38,17.23,517.6,161.24,299.49,-5.87,8.51,1.09,237.87
(주)티웨이항공,091810,2021/12,1366.48,42.03,38.23,6.54,1494.59,542.72,699.45,-5.76,-3.25,-0.34,292.37
(주)티웨이홀딩스,004870,2011/12,273.86,28.72,19.98,1.52,227.16,185.62,127.81,-1.95,22.53,2.8,243.79
(주)티웨이홀딩스,004870,2012/12,90.9,211.01,160.29,107.9,32.6,19.76,0,-4.47,54.39,2.59,333.86
(주)티웨이홀딩스,004870,2013/12,101,173.75,138.83,78.63,28.28,15.7,10.74,-3.38,56.74,2.68,308.79
(주)티웨이홀딩스,004870,2014/12,85.02,565.39,541.51,450.93,57.32,12.79,37.95,4.23,49.04,3.38,220.94
(주)티웨이홀딩스,004870,2015/12,89.94,136.54,128.22,113.4,59.56,50.99,38.34,1.01,48.49,3.42,184.24
(주)티웨이홀딩스,004870,2016/12,89.12,130.95,118.78,44.57,63.86,57.07,41.86,1.48,48.81,3.99,165.03
(주)티웨이홀딩스,004870,2017/12,78.3,186.83,170.24,68.53,35.06,30.38,18.91,-0.79,17.69,0.31,157.75
(주)티웨이홀딩스,004870,2018/12,78.56,402.85,363.2,80.38,11.63,8.21,4.36,-5.9,19.96,0.29,659.94
(주)티웨이홀딩스,004870,2019/12,78.23,940.37,775.04,35.49,9.9,3.37,0.31,-44.56,16.04,0.21,488.31
(주)티웨이홀딩스,004870,2020/12,164.01,49.08,46.41,5.84,97.65,68.56,55.84,-4.18,5.73,0.13,488.79
(주)티웨이홀딩스,004870,2021/12,113.95,125.35,108.91,60.7,45.28,25,22.13,0.05,10.58,0.18,364.66
(주)티이씨앤코,008900,2011/12,86.15,177.98,164.2,34.72,18.31,18.07,2.73,-4.23,-53.91,-0.38,148.35
(주)티이씨앤코,008900,2013/12,536.82,49.93,40.92,3.49,863.63,854.86,212.66,-1.04,-37.61,-0.69,39.91
(주)티이씨앤코,008900,2014/12,29.44,184.45,173.44,5.34,88.02,85.97,7.47,1.45,49.49,11.81,85.24
(주)티이씨앤코,008900,2015/12,25.08,265.85,246.91,181.7,47.52,46.06,1.78,1.64,56.52,4.83,124.91
(주)티케이케미칼,104480,2011/12,137.11,92.06,73.17,29.04,149.74,122.35,66.4,4.8,31,3.43,44.1
(주)티케이케미칼,104480,2012/12,148.02,83.67,55.52,22.36,150.53,122.52,92.86,-1.81,32.53,3.43,47.73
(주)티케이케미칼,104480,2013/12,188.31,54.22,32.33,2.79,168.43,147.77,87.81,0.05,30.69,3.63,42.39
(주)티케이케미칼,104480,2014/12,166.82,67.34,37.47,1.75,168.78,151.4,101.3,0.42,31.08,3.94,50.09
(주)티케이케미칼,104480,2015/12,142.63,80.63,53.05,1.06,132.6,111.58,81.44,1.36,36.56,4.43,45.42
(주)티케이케미칼,104480,2016/12,167.64,74.23,41.03,0.45,160.03,124.46,104.82,1.16,32.94,4.66,64.76
(주)티케이케미칼,104480,2017/12,160.27,77.52,52.59,1.36,149.9,115.63,95.89,1.14,34.41,4.78,52.03
(주)티케이케미칼,104480,2018/12,166.54,72.12,27.9,2,163.17,133.98,94.61,6.23,32.81,4.93,51
(주)티케이케미칼,104480,2019/12,172.16,67.76,33.95,2.65,149.08,113.51,105.38,1.18,34.91,5.2,57.47
(주)티케이케미칼,104480,2020/12,183.59,64.41,24.9,5.48,152.99,107.75,101.09,-2.43,34.29,5.1,79.43
(주)티케이케미칼,104480,2021/12,134.27,77.53,30.8,3.41,71.63,48.19,35.79,10.4,54.3,13.69,52.38
(주)티티씨디펜스,309900,2019/12,,,,,,,,,,,
(주)티티씨디펜스,309900,2020/12,,,,,,,,,,,
(주)티티씨디펜스,309900,2021/12,,,,,,,,,,,
(주)티플랙스,081150,2011/12,83.17,159.68,102.12,6.64,134.53,94.79,115.04,3.95,39.52,12.67,72.46
(주)티플랙스,081150,2012/12,131.14,172.88,103.1,12.52,157.36,73.01,144.24,3.32,32.57,5.18,78.9
(주)티플랙스,081150,2013/12,129.65,166.62,110.84,5.78,167.87,82.95,149.13,3.02,31.37,5.26,115.18
(주)티플랙스,081150,2014/12,106.9,198.42,118.05,7.61,115.17,54.57,100.57,2.08,39.07,5.28,107.74
(주)티플랙스,081150,2015/12,104.03,223.84,122.33,13.24,82.21,34.93,68.97,2.56,48.02,7,129.23
(주)티플랙스,081150,2016/12,88.97,225.5,139.32,18.05,70.58,36.19,25.98,3.01,50.3,6.05,126.55
(주)티플랙스,081150,2017/12,80.9,227.59,135.92,13.74,64.09,36.55,50.06,3.63,51.94,5.77,113.47
(주)티플랙스,081150,2018/12,78.06,215.4,122.19,9.54,59,37.58,45.9,2.93,53.78,5.9,109.07
(주)티플랙스,081150,2019/12,82.44,199.27,109.17,8.93,55,36.41,36.71,3.33,56.53,7.08,114.95
(주)티플랙스,081150,2020/12,79.67,230.68,127.26,15.45,47.14,29.25,31.6,6.47,59.83,7.35,111.76
(주)티플랙스,081150,2021/12,86.14,197.3,119.69,12.53,44.4,29.53,19.93,27.09,63.45,10.94,86.59
(주)티피씨,130740,2011/12,57.39,342.87,270.59,116.49,31.88,21.73,12.81,17.46,69.17,10.38,106.52
(주)티피씨,130740,2012/12,72.49,244.47,188.13,68.33,32.54,24.56,15.44,9.66,66.42,7.35,94.9
(주)티피씨,130740,2013/12,69.73,230.09,182.21,45.71,35.34,28.51,16.58,7.82,66.05,7.66,102.89
(주)티피씨,130740,2014/12,72.57,212.96,172.69,20.53,35.16,29.39,14.74,10.25,68.35,8.39,92.9
(주)티피씨,130740,2015/12,68.84,292.32,242.27,55.06,30.05,20.94,11.66,22.84,72.12,9.23,94.12
(주)티피씨,130740,2016/12,91.39,126.44,106.88,23.28,50.95,47.1,33.8,11.13,60.32,10.18,99.12
(주)티피씨,130740,2017/12,126.49,82.15,59.4,12.1,68.75,51.44,53.59,3.56,54.19,10.69,93.06
(주)티피씨,130740,2018/12,117.14,96.34,74.31,13.46,67.72,52.5,54.63,1.06,55.41,11.3,102.21
(주)티피씨,130740,2019/12,114.12,76.96,56.72,5.23,52.33,49.65,40.77,1.02,61.07,10.75,102.23
(주)티피씨,130740,2020/12,101.53,115.95,87.5,22.9,42.99,35.76,32.89,-0.15,63.69,10.05,129.36
(주)티피씨,130740,2021/12,85.13,164.31,116.67,34.22,38.61,32.55,28.56,5.46,65.4,9.69,144.64
(주)티피씨메카트로닉스,048770,2011/06,73.98,140.65,100.69,8.85,120.6,104.25,31.75,999999999,37.73,4.97,61.29
(주)티피씨메카트로닉스,048770,2012/06,87.37,131.92,94.84,1.21,120.15,100.66,43.4,999999999,34.62,3.21,67.03
(주)티피씨메카트로닉스,048770,2013/06,102.05,133.66,93.32,3.04,146.88,108.36,54.77,999999999,31.55,3.52,91.38
(주)티피씨메카트로닉스,048770,2013/12,103.7,131.48,91.91,0.72,159.57,118.56,58.65,1.45,30.03,3.53,169.85
(주)티피씨메카트로닉스,048770,2014/12,105.2,128.12,80.49,1.6,148.02,111.47,65.18,0.68,32.13,3.92,103.66
(주)티피씨메카트로닉스,048770,2015/12,104.46,122.24,71.03,8.29,153.24,121.72,71.99,1.4,31.69,4.06,93.01
(주)티피씨메카트로닉스,048770,2016/12,221.03,96.67,70.46,12.1,430,319.62,191.89,-2.95,10.19,1.17,85.44
(주)티피씨메카트로닉스,048770,2017/12,154.93,101.87,69.14,2.78,231.9,173.73,112.82,4.78,22.43,2.91,84.46
(주)티피씨메카트로닉스,048770,2018/12,143.31,141.6,106.79,32.57,262.58,154.85,141.86,1.81,21.08,3.25,108.38
(주)티피씨메카트로닉스,048770,2019/12,156.06,106.93,78.13,9.3,259.16,189.94,131.27,0.02,20.89,3.01,102.36
(주)티피씨메카트로닉스,048770,2020/12,140.41,101.06,71.23,3.72,211.53,169.32,120.11,1.1,25.15,3.62,103.8
(주)티피씨메카트로닉스,048770,2021/12,123.48,100.06,66.29,3.38,176.97,153.39,100.32,1.02,28.85,3.98,112.08
(주)파나진,046210,2011/12,108.24,176.01,131.96,15.07,157.27,84.67,109.62,0.41,9.08,0.3,101.53
(주)파나진,046210,2012/12,197.27,171.89,156.37,31.31,185.83,51.52,165.08,-2.76,-13.72,-0.28,86.94
(주)파나진,046210,2013/12,154.94,74.47,70.9,35.33,181.45,169.89,147.54,-2.96,-17.9,-0.34,493.28
(주)파나진,046210,2014/12,154.93,150.76,140.56,48.33,174.42,79.25,156.75,-0.78,-18.48,-0.34,405.54
(주)파나진,046210,2015/12,155.88,149.69,142.65,28.43,187.9,88.19,170.47,0.12,-17.54,-0.34,433.12
(주)파나진,046210,2016/12,74,160.2,145.5,23.58,56.51,51.51,47.07,-0.76,18.95,0.42,474.34
(주)파나진,046210,2017/12,69.87,217.89,200.7,23.15,33.94,29.41,0,-14.9,24.42,0.49,429.6
(주)파나진,046210,2018/12,66.51,196.46,178.95,25.06,47.68,41.32,0,999999999,1.19,0.02,293.12
(주)파나진,046210,2019/12,57.77,2069.07,1814.01,493.87,7.83,2.42,0.12,-247.52,18.99,0.26,238.3
(주)파나진,046210,2020/12,34.56,1891.37,1569.53,951.78,8.62,3.92,0.15,2099.9,33.06,0.56,164.32
(주)파나진,046210,2021/12,28.36,2951.12,2534.85,1335.72,6.92,2.66,0.39,499.14,43.17,0.86,200.29
(주)파라다이스,034230,2011/12,84.29,236.18,235.88,153.06,28.92,18.9,3.17,50.38,76.95,11.59,124.75
(주)파라다이스,034230,2012/12,97.65,157.01,156.85,93.59,30.1,20.67,1.75,79.23,76.17,12.63,100.98
(주)파라다이스,034230,2013/12,95.55,154.27,154.15,113.14,29.96,22.31,0.75,410.08,76.32,14.11,89.96
(주)파라다이스,034230,2014/12,87.14,177.02,176.95,106.14,28.87,23.57,0,1136.51,75.14,19.2,125.91
(주)파라다이스,034230,2015/12,97.13,153.26,153.1,104.59,22.12,16.31,0,999999999,80.06,19.54,134.67
(주)파라다이스,034230,2016/12,104.22,110.58,110.45,77.72,23.83,17.74,0,999999999,78.99,19.87,113.73
(주)파라다이스,034230,2017/12,115.58,105.08,104.9,82.58,29.54,13.29,10.68,-1.07,75.47,19.42,150.51
(주)파라다이스,034230,2018/12,122.98,88.25,88.1,51.54,37.9,16.91,14.69,4.47,71.12,22.69,192.41
(주)파라다이스,034230,2019/12,130.53,99.21,99.13,44.27,60.05,29.76,36.73,1.79,61.29,22.89,243.47
(주)파라다이스,034230,2020/12,131.48,224.23,224.13,47.37,75.69,19.72,57.92,-1.36,55.63,20.72,512.08
(주)파라다이스,034230,2021/12,131.97,204.34,204.26,23.04,85.35,26.12,68.66,-0.93,52.67,19.55,683.57
(주)파라텍,033540,2011/12,57.52,248.53,228.02,9.03,39.57,33.01,5.74,16.08,66.15,10.26,73.73
(주)파라텍,033540,2012/12,58.38,284.99,258.75,19.96,32.64,26.06,0,4.32,69.48,10.02,86.02
(주)파라텍,033540,2013/12,54.35,255.84,221.28,3.97,39.02,33.1,0,999999999,66.64,10.73,81
(주)파라텍,033540,2014/12,57.07,246.76,224.43,23.35,38.29,32.92,0,7674.5,68.75,11.52,65.42
(주)파라텍,033540,2015/12,43.76,270.68,250.37,74.03,37.93,34.79,0,11314.14,68.17,12.2,63.29
(주)파라텍,033540,2016/12,46.62,177.86,163.82,0.67,95.6,83.76,11.68,74.17,49.04,12.53,60.09
(주)파라텍,033540,2017/12,29.94,223.83,205.68,1.11,69.44,62.32,14.4,33.11,55.06,9.53,53.01
(주)파라텍,033540,2018/12,43.27,215.96,194.06,1.56,75.45,61.21,38.52,-0.13,53.06,9.27,72.57
(주)파라텍,033540,2019/12,121.44,110.72,84.28,1.57,131.21,99.14,65.03,-28.96,38.5,5.59,60.96
(주)파라텍,033540,2020/12,71.8,208.31,173.94,9.86,80.71,52.28,44.91,4.37,49.56,6.68,86.46
(주)파라텍,033540,2021/12,62.86,235.05,190.54,75.43,62.35,42.33,31.96,0.85,55.4,7.49,98.37
(주)파루,043200,2011/12,198.87,65.59,34.15,1.24,205.88,163.15,172.08,-9.32,-20.91,-0.38,176.8
(주)파루,043200,2012/12,165.18,65.42,38.88,2.24,156.68,139.87,123.97,-2.19,33.07,4.42,90.81
(주)파루,043200,2013/12,184.02,97.24,82.08,1.23,272.28,193.61,193.43,0.43,22.56,4.13,132.9
(주)파루,043200,2014/12,94.73,110.84,63.82,2.92,123.54,116.21,71.41,1.56,33.39,2.72,111.48
(주)파루,043200,2015/12,77.15,177.02,105.79,41.66,126.87,84.58,44.73,6.46,35.46,3.8,67.95
(주)파루,043200,2016/12,45.85,273.86,212.9,118.4,32.29,31.56,22.71,6.06,62.33,4.48,86.89
(주)파루,043200,2017/12,69.12,444.58,282.8,61.99,10.3,9.26,3.03,-16.55,69.35,3.11,196.33
(주)파루,043200,2018/12,111.19,79.57,61.4,2.95,41.03,37.51,4.36,-239.96,40.04,1.24,98.14
(주)파루,043200,2019/12,87.09,150.76,114.08,27.83,49.44,41.36,27.15,5.5,40.94,1.52,103.35
(주)파루,043200,2020/12,105.48,116.71,108.25,43.3,114.26,93.21,55.71,-31.43,16.03,0.51,124.61
(주)파루,043200,2021/12,108.23,96.79,80.35,14.96,130.58,126.41,65.84,-3.9,13.81,0.45,127.93
(주)파마리서치,214450,2015/12,22.39,1874.97,1808.15,207.64,8.01,4.57,3.45,35.1,89.88,33.21,417.52
(주)파마리서치,214450,2016/12,32.04,2034.18,1950.28,244.67,3.58,3.52,0,1054.18,95.39,35.83,319.53
