,회사명,회계년도,거래소코드,target
719,(주)뉴트리,2020,270870,1
720,(주)뉴트리,2021,270870,1
721,(주)뉴파워프라즈마,2016,144960,1
722,(주)뉴파워프라즈마,2017,144960,1
723,(주)뉴파워프라즈마,2018,144960,0
724,(주)뉴파워프라즈마,2019,144960,0
725,(주)뉴파워프라즈마,2020,144960,0
726,(주)뉴파워프라즈마,2021,144960,0
727,(주)뉴프렉스,2011,085670,0
728,(주)뉴프렉스,2012,085670,0
729,(주)뉴프렉스,2013,085670,0
730,(주)뉴프렉스,2014,085670,0
731,(주)뉴프렉스,2015,085670,0
732,(주)뉴프렉스,2016,085670,0
733,(주)뉴프렉스,2017,085670,0
734,(주)뉴프렉스,2018,085670,0
735,(주)뉴프렉스,2019,085670,0
736,(주)뉴프렉스,2020,085670,0
737,(주)뉴프렉스,2021,085670,0
738,(주)다린,2014,204690,0
739,(주)다린,2015,204690,0
740,(주)다린,2016,204690,0
741,(주)다우기술,2011,023590,1
742,(주)다우기술,2012,023590,1
743,(주)다우기술,2013,023590,1
744,(주)다우기술,2014,023590,1
745,(주)다우기술,2015,023590,1
746,(주)다우기술,2016,023590,1
747,(주)다우기술,2017,023590,1
748,(주)다우기술,2018,023590,1
749,(주)다우기술,2019,023590,1
750,(주)다우기술,2020,023590,1
751,(주)다우기술,2021,023590,1
752,(주)다우데이타,2011,032190,1
753,(주)다우데이타,2012,032190,1
754,(주)다우데이타,2013,032190,1
755,(주)다우데이타,2014,032190,1
756,(주)다우데이타,2015,032190,1
757,(주)다우데이타,2016,032190,1
758,(주)다우데이타,2017,032190,1
759,(주)다우데이타,2018,032190,1
760,(주)다우데이타,2019,032190,1
761,(주)다우데이타,2020,032190,1
762,(주)다우데이타,2021,032190,1
763,(주)다원시스,2011,068240,1
764,(주)다원시스,2012,068240,1
765,(주)다원시스,2013,068240,1
766,(주)다원시스,2014,068240,1
767,(주)다원시스,2015,068240,1
768,(주)다원시스,2016,068240,1
769,(주)다원시스,2017,068240,1
770,(주)다원시스,2018,068240,1
771,(주)다원시스,2019,068240,1
772,(주)다원시스,2020,068240,1
773,(주)다원시스,2021,068240,1
774,(주)다이나믹디자인,2015,145210,0
775,(주)다이나믹디자인,2016,145210,0
776,(주)다이나믹디자인,2017,145210,0
777,(주)다이나믹디자인,2018,145210,0
778,(주)다이나믹디자인,2019,145210,0
779,(주)다이나믹디자인,2020,145210,0
780,(주)다이나믹디자인,2021,145210,0
781,(주)다함이텍,2011,009280,1
782,(주)다함이텍,2012,009280,1
783,(주)대교,2011,019680,1
784,(주)대교,2012,019680,1
785,(주)대교,2013,019680,1
786,(주)대교,2014,019680,1
787,(주)대교,2015,019680,1
788,(주)대교,2016,019680,1
789,(주)대교,2017,019680,1
790,(주)대교,2018,019680,1
791,(주)대교,2019,019680,1
792,(주)대교,2020,019680,1
793,(주)대교,2021,019680,1
794,(주)대구백화점,2011,006370,1
795,(주)대구백화점,2012,006370,1
796,(주)대구백화점,2013,006370,1
797,(주)대구백화점,2014,006370,1
798,(주)대구백화점,2015,006370,1
799,(주)대구백화점,2016,006370,1
800,(주)대구백화점,2017,006370,1
801,(주)대구백화점,2018,006370,1
802,(주)대구백화점,2019,006370,1
803,(주)대구백화점,2020,006370,1
804,(주)대구백화점,2021,006370,1
805,(주)대덕,2011,008060,1
806,(주)대덕,2012,008060,1
807,(주)대덕,2013,008060,1
808,(주)대덕,2014,008060,1
809,(주)대덕,2015,008060,1
810,(주)대덕,2016,008060,1
811,(주)대덕,2017,008060,1
812,(주)대덕,2018,008060,1
813,(주)대덕,2019,008060,1
814,(주)대덕,2020,008060,1
815,(주)대덕,2021,008060,1
816,(주)대동,2011,000490,1
817,(주)대동,2012,000490,1
818,(주)대동,2013,000490,1
819,(주)대동,2014,000490,1
820,(주)대동,2015,000490,1
821,(주)대동,2016,000490,1
822,(주)대동,2017,000490,1
823,(주)대동,2018,000490,1
824,(주)대동,2019,000490,1
825,(주)대동,2020,000490,1
826,(주)대동,2021,000490,1
827,(주)대동스틸,2011,048470,1
828,(주)대동스틸,2012,048470,1
829,(주)대동스틸,2013,048470,1
830,(주)대동스틸,2014,048470,1
831,(주)대동스틸,2015,048470,1
832,(주)대동스틸,2016,048470,1
833,(주)대동스틸,2017,048470,1
834,(주)대동스틸,2018,048470,1
835,(주)대동스틸,2019,048470,1
836,(주)대동스틸,2020,048470,1
837,(주)대동스틸,2021,048470,1
838,(주)대륙제관,2011,004780,1
839,(주)대륙제관,2012,004780,1
840,(주)대륙제관,2013,004780,1
841,(주)대륙제관,2014,004780,1
842,(주)대륙제관,2015,004780,1
843,(주)대륙제관,2016,004780,1
844,(주)대륙제관,2017,004780,1
845,(주)대륙제관,2018,004780,1
846,(주)대륙제관,2019,004780,1
847,(주)대륙제관,2020,004780,1
848,(주)대륙제관,2021,004780,1
849,(주)대림제지,2011,017650,0
850,(주)대림제지,2012,017650,0
851,(주)대림제지,2013,017650,0
852,(주)대림제지,2014,017650,0
853,(주)대림제지,2015,017650,0
854,(주)대림제지,2016,017650,0
855,(주)대림제지,2017,017650,0
856,(주)대림제지,2018,017650,0
857,(주)대림제지,2019,017650,0
858,(주)대림제지,2020,017650,0
859,(주)대림제지,2021,017650,0
860,(주)대성미생물연구소,2011,036480,1
861,(주)대성미생물연구소,2012,036480,1
862,(주)대성미생물연구소,2013,036480,1
863,(주)대성미생물연구소,2014,036480,1
864,(주)대성미생물연구소,2015,036480,1
865,(주)대성미생물연구소,2016,036480,1
866,(주)대성미생물연구소,2017,036480,1
867,(주)대성미생물연구소,2018,036480,1
868,(주)대성미생물연구소,2019,036480,1
869,(주)대성미생물연구소,2020,036480,1
870,(주)대성미생물연구소,2021,036480,1
871,(주)대성파인텍,2011,104040,1
872,(주)대성파인텍,2012,104040,1
873,(주)대성파인텍,2013,104040,1
874,(주)대성파인텍,2014,104040,1
875,(주)대성파인텍,2015,104040,1
876,(주)대성파인텍,2016,104040,0
877,(주)대성파인텍,2017,104040,0
878,(주)대성파인텍,2018,104040,0
879,(주)대성파인텍,2019,104040,0
880,(주)대성파인텍,2020,104040,0
881,(주)대성파인텍,2021,104040,0
882,(주)대성합동지주,2011,005620,1
883,(주)대성합동지주,2012,005620,1
884,(주)대성합동지주,2013,005620,0
885,(주)대성합동지주,2014,005620,0
886,(주)대성합동지주,2015,005620,0
887,(주)대성합동지주,2016,005620,0
888,(주)대웅,2011,003090,1
889,(주)대웅,2012,003090,1
890,(주)대웅,2013,003090,1
891,(주)대웅,2014,003090,1
892,(주)대웅,2015,003090,1
893,(주)대웅,2016,003090,1
894,(주)대웅,2017,003090,1
895,(주)대웅,2018,003090,1
896,(주)대웅,2019,003090,1
897,(주)대웅,2020,003090,1
898,(주)대웅,2021,003090,1
899,(주)대웅제약,2011,069620,1
900,(주)대웅제약,2012,069620,1
901,(주)대웅제약,2013,069620,1
902,(주)대웅제약,2014,069620,1
903,(주)대웅제약,2015,069620,1
904,(주)대웅제약,2016,069620,1
905,(주)대웅제약,2017,069620,1
906,(주)대웅제약,2018,069620,1
907,(주)대웅제약,2019,069620,1
908,(주)대웅제약,2020,069620,1
909,(주)대웅제약,2021,069620,1
910,(주)대원,2017,007680,1
911,(주)대원,2018,007680,1
912,(주)대원,2019,007680,1
913,(주)대원,2020,007680,1
914,(주)대원,2021,007680,1
915,(주)대유,2018,290380,1
916,(주)대유,2019,290380,1
917,(주)대유,2020,290380,0
918,(주)대유,2021,290380,0
919,(주)대유에이텍,2011,002880,1
920,(주)대유에이텍,2012,002880,1
921,(주)대유에이텍,2013,002880,1
922,(주)대유에이텍,2014,002880,1
923,(주)대유에이텍,2015,002880,1
924,(주)대유에이텍,2016,002880,1
925,(주)대유에이텍,2017,002880,1
926,(주)대유에이텍,2018,002880,0
927,(주)대유에이텍,2019,002880,0
928,(주)대유에이텍,2020,002880,0
929,(주)대유에이텍,2021,002880,0
930,(주)대유에이피,2018,290120,1
931,(주)대유에이피,2019,290120,1
932,(주)대유에이피,2020,290120,1
933,(주)대유에이피,2021,290120,1
934,(주)대유플러스,2011,000300,1
935,(주)대유플러스,2012,000300,0
936,(주)대유플러스,2013,000300,0
937,(주)대유플러스,2014,000300,0
938,(주)대유플러스,2015,000300,0
939,(주)대유플러스,2016,000300,0
940,(주)대유플러스,2017,000300,0
941,(주)대유플러스,2018,000300,0
942,(주)대유플러스,2019,000300,0
943,(주)대유플러스,2020,000300,0
944,(주)대유플러스,2021,000300,0
945,(주)대창,2011,012800,0
946,(주)대창,2012,012800,0
947,(주)대창,2013,012800,0
948,(주)대창,2014,012800,0
949,(주)대창,2015,012800,0
950,(주)대창,2016,012800,0
951,(주)대창,2017,012800,0
952,(주)대창,2018,012800,0
953,(주)대창,2019,012800,1
954,(주)대창,2020,012800,0
955,(주)대창,2021,012800,0
956,(주)대창솔루션,2011,096350,1
957,(주)대창솔루션,2012,096350,1
958,(주)대창솔루션,2013,096350,1
959,(주)대창솔루션,2014,096350,1
960,(주)대창솔루션,2015,096350,1
961,(주)대창솔루션,2016,096350,0
962,(주)대창솔루션,2017,096350,0
963,(주)대창솔루션,2018,096350,0
964,(주)대창솔루션,2019,096350,0
965,(주)대창솔루션,2020,096350,0
966,(주)대창솔루션,2021,096350,0
967,(주)대창스틸,2014,140520,1
968,(주)대창스틸,2015,140520,1
969,(주)대창스틸,2016,140520,1
970,(주)대창스틸,2017,140520,1
971,(주)대창스틸,2018,140520,1
972,(주)대창스틸,2019,140520,1
973,(주)대창스틸,2020,140520,1
974,(주)대창스틸,2021,140520,1
975,(주)대한과학,2011,131220,1
976,(주)대한과학,2012,131220,1
977,(주)대한과학,2013,131220,0
978,(주)대한과학,2014,131220,0
979,(주)대한과학,2015,131220,0
980,(주)대한과학,2016,131220,0
981,(주)대한과학,2017,131220,1
982,(주)대한과학,2018,131220,1
983,(주)대한과학,2019,131220,1
984,(주)대한과학,2020,131220,1
985,(주)대한과학,2021,131220,1
986,(주)대한항공,2011,003490,0
987,(주)대한항공,2012,003490,0
988,(주)대한항공,2013,003490,0
989,(주)대한항공,2014,003490,0
990,(주)대한항공,2015,003490,0
991,(주)대한항공,2016,003490,0
992,(주)대한항공,2017,003490,0
993,(주)대한항공,2018,003490,0
994,(주)대한항공,2019,003490,0
995,(주)대한항공,2020,003490,0
996,(주)대한항공,2021,003490,0
997,(주)대현,2011,016090,1
998,(주)대현,2012,016090,1
999,(주)대현,2013,016090,1
1000,(주)대현,2014,016090,1
1001,(주)대현,2015,016090,1
1002,(주)대현,2016,016090,1
1003,(주)대현,2017,016090,1
1004,(주)대현,2018,016090,1
1005,(주)대현,2019,016090,1
1006,(주)대현,2020,016090,1
1007,(주)대현,2021,016090,1
1008,(주)대호특수강,2011,021040,1
1009,(주)대호특수강,2012,021040,0
1010,(주)대호특수강,2013,021040,0
1011,(주)대호특수강,2014,021040,0
1012,(주)대호특수강,2015,021040,0
1013,(주)대호특수강,2016,021040,0
1014,(주)대호특수강,2017,021040,0
1015,(주)대호특수강,2018,021040,0
1016,(주)대호특수강,2019,021040,0
1017,(주)대호특수강,2020,021040,0
1018,(주)대호특수강,2021,021040,0
1019,(주)더 미동,2013,161570,0
1020,(주)더 미동,2014,161570,0
1021,(주)더 미동,2015,161570,0
1022,(주)더 미동,2016,161570,0
1023,(주)더 미동,2017,161570,0
1024,(주)더 미동,2018,161570,0
1025,(주)더 미동,2019,161570,0
1026,(주)더 미동,2020,161570,0
1027,(주)더 미동,2021,161570,0
1028,(주)더네이쳐홀딩스,2020,298540,1
1029,(주)더네이쳐홀딩스,2021,298540,1
1030,(주)더블유게임즈,2015,192080,0
1031,(주)더블유게임즈,2016,192080,0
1032,(주)더블유게임즈,2017,192080,0
1033,(주)더블유게임즈,2019,192080,1
1034,(주)더블유게임즈,2020,192080,1
1035,(주)더블유게임즈,2021,192080,1
1036,(주)더존비즈온,2011,012510,0
1037,(주)더존비즈온,2012,012510,0
1038,(주)더존비즈온,2013,012510,0
1039,(주)더존비즈온,2014,012510,1
1040,(주)더존비즈온,2015,012510,1
1041,(주)더존비즈온,2016,012510,1
1042,(주)더존비즈온,2017,012510,1
1043,(주)더존비즈온,2018,012510,1
1044,(주)더존비즈온,2019,012510,1
1045,(주)더존비즈온,2020,012510,1
1046,(주)더존비즈온,2021,012510,1
1047,(주)덕성,2011,004830,1
1048,(주)덕성,2012,004830,1
1049,(주)덕성,2013,004830,1
1050,(주)덕성,2014,004830,1
1051,(주)덕성,2015,004830,1
1052,(주)덕성,2016,004830,1
1053,(주)덕성,2017,004830,1
1054,(주)덕성,2018,004830,1
1055,(주)덕성,2019,004830,1
1056,(주)덕성,2020,004830,1
1057,(주)덕성,2021,004830,1
1058,(주)덕신하우징,2014,090410,1
1059,(주)덕신하우징,2015,090410,0
1060,(주)덕신하우징,2016,090410,0
1061,(주)덕신하우징,2017,090410,0
1062,(주)덕신하우징,2018,090410,0
1063,(주)덕신하우징,2019,090410,0
1064,(주)덕신하우징,2020,090410,0
1065,(주)덕신하우징,2021,090410,0
1066,(주)덴티움,2017,145720,1
1067,(주)덴티움,2018,145720,1
1068,(주)덴티움,2019,145720,0
1069,(주)덴티움,2020,145720,0
1070,(주)덴티움,2021,145720,0
1071,(주)도화엔지니어링,2011,002150,1
1072,(주)도화엔지니어링,2012,002150,1
1073,(주)도화엔지니어링,2013,002150,1
1074,(주)도화엔지니어링,2014,002150,1
1075,(주)도화엔지니어링,2015,002150,1
1076,(주)도화엔지니어링,2016,002150,1
1077,(주)도화엔지니어링,2017,002150,1
1078,(주)도화엔지니어링,2018,002150,1
1079,(주)도화엔지니어링,2019,002150,1
1080,(주)도화엔지니어링,2020,002150,1
1081,(주)도화엔지니어링,2021,002150,1
1082,(주)동구바이오제약,2018,006620,0
1083,(주)동구바이오제약,2019,006620,0
1084,(주)동구바이오제약,2020,006620,0
1085,(주)동구바이오제약,2021,006620,1
1086,(주)동국알앤에스,2011,075970,1
1087,(주)동국알앤에스,2012,075970,1
1088,(주)동국알앤에스,2013,075970,1
1089,(주)동국알앤에스,2014,075970,1
1090,(주)동국알앤에스,2015,075970,0
1091,(주)동국알앤에스,2016,075970,0
1092,(주)동국알앤에스,2017,075970,0
1093,(주)동국알앤에스,2018,075970,1
1094,(주)동국알앤에스,2019,075970,1
1095,(주)동국알앤에스,2020,075970,1
1096,(주)동국알앤에스,2021,075970,1
1097,(주)동국에스엔씨,2011,100130,0
1098,(주)동국에스엔씨,2012,100130,0
1099,(주)동국에스엔씨,2013,100130,0
1100,(주)동국에스엔씨,2014,100130,1
1101,(주)동국에스엔씨,2015,100130,1
1102,(주)동국에스엔씨,2016,100130,1
1103,(주)동국에스엔씨,2017,100130,1
1104,(주)동국에스엔씨,2018,100130,1
1105,(주)동국에스엔씨,2019,100130,1
1106,(주)동국에스엔씨,2020,100130,1
1107,(주)동국에스엔씨,2021,100130,1
1108,(주)동남합성,2011,023450,1
1109,(주)동남합성,2012,023450,1
1110,(주)동남합성,2013,023450,1
1111,(주)동남합성,2014,023450,1
1112,(주)동남합성,2015,023450,1
1113,(주)동남합성,2016,023450,1
1114,(주)동남합성,2017,023450,1
1115,(주)동남합성,2018,023450,1
1116,(주)동남합성,2019,023450,1
1117,(주)동남합성,2020,023450,1
1118,(주)동남합성,2021,023450,1
1119,(주)동방,2011,004140,1
1120,(주)동방,2012,004140,1
1121,(주)동방,2013,004140,1
1122,(주)동방,2014,004140,1
1123,(주)동방,2015,004140,1
1124,(주)동방,2016,004140,1
1125,(주)동방,2017,004140,1
1126,(주)동방,2018,004140,1
1127,(주)동방,2019,004140,0
1128,(주)동방,2020,004140,0
1129,(주)동방,2021,004140,0
1130,(주)동방아그로,2011,007590,1
1131,(주)동방아그로,2012,007590,1
1132,(주)동방아그로,2013,007590,1
1133,(주)동방아그로,2014,007590,1
1134,(주)동방아그로,2015,007590,1
1135,(주)동방아그로,2016,007590,1
1136,(주)동방아그로,2017,007590,1
1137,(주)동방아그로,2018,007590,1
1138,(주)동방아그로,2019,007590,1
1139,(주)동방아그로,2020,007590,1
1140,(주)동방아그로,2021,007590,1
1141,(주)동서,2011,026960,1
1142,(주)동서,2012,026960,1
1143,(주)동서,2013,026960,1
1144,(주)동서,2014,026960,1
1145,(주)동서,2015,026960,1
1146,(주)동서,2016,026960,1
1147,(주)동서,2017,026960,1
1148,(주)동서,2018,026960,1
1149,(주)동서,2019,026960,1
1150,(주)동서,2020,026960,1
1151,(주)동서,2021,026960,1
1152,(주)동성케미컬,2011,102260,0
1153,(주)동성케미컬,2012,102260,0
1154,(주)동성케미컬,2013,102260,0
1155,(주)동성케미컬,2014,102260,1
1156,(주)동성케미컬,2015,102260,1
1157,(주)동성케미컬,2016,102260,1
1158,(주)동성케미컬,2017,102260,1
1159,(주)동성케미컬,2018,102260,1
1160,(주)동성케미컬,2019,102260,1
1161,(주)동성케미컬,2020,102260,1
1162,(주)동성케미컬,2021,102260,1
1163,(주)동성하이켐,2011,013450,1
1164,(주)동성하이켐,2012,013450,1
1165,(주)동성하이켐,2013,013450,1
1166,(주)동성하이켐,2014,013450,1
1167,(주)동성화인텍,2011,033500,0
1168,(주)동성화인텍,2012,033500,0
1169,(주)동성화인텍,2013,033500,0
1170,(주)동성화인텍,2014,033500,0
1171,(주)동성화인텍,2015,033500,1
1172,(주)동성화인텍,2016,033500,1
1173,(주)동성화인텍,2017,033500,0
1174,(주)동성화인텍,2018,033500,0
1175,(주)동성화인텍,2019,033500,0
1176,(주)동성화인텍,2020,033500,0
1177,(주)동성화인텍,2021,033500,1
1178,(주)동성화학,2011,005190,1
1179,(주)동성화학,2012,005190,1
1180,(주)동성화학,2013,005190,1
1181,(주)동성화학,2014,005190,1
1182,(주)동성화학,2015,005190,1
1183,(주)동성화학,2016,005190,1
1184,(주)동성화학,2017,005190,1
1185,(주)동성화학,2018,005190,1
1186,(주)동성화학,2019,005190,1
1187,(주)동성화학,2020,005190,1
1188,(주)동아엘텍,2011,088130,1
1189,(주)동아엘텍,2012,088130,1
1190,(주)동아엘텍,2013,088130,1
1191,(주)동아엘텍,2014,088130,1
1192,(주)동아엘텍,2015,088130,1
1193,(주)동아엘텍,2016,088130,1
1194,(주)동아엘텍,2017,088130,1
1195,(주)동아엘텍,2018,088130,1
1196,(주)동아엘텍,2019,088130,1
1197,(주)동아엘텍,2020,088130,1
1198,(주)동아엘텍,2021,088130,1
1199,(주)동아지질,2011,028100,1
1200,(주)동아지질,2012,028100,1
1201,(주)동아지질,2013,028100,1
1202,(주)동아지질,2014,028100,1
1203,(주)동아지질,2015,028100,1
1204,(주)동아지질,2016,028100,1
1205,(주)동아지질,2017,028100,1
1206,(주)동아지질,2018,028100,1
1207,(주)동아지질,2019,028100,1
1208,(주)동아지질,2020,028100,1
1209,(주)동아지질,2021,028100,1
1210,(주)동양,2011,001520,0
1211,(주)동양,2012,001520,0
1212,(주)동양,2014,001520,0
1213,(주)동양,2015,001520,0
1214,(주)동양,2016,001520,0
1215,(주)동양,2017,001520,1
1216,(주)동양,2018,001520,1
1217,(주)동양,2019,001520,1
1218,(주)동양,2020,001520,1
1219,(주)동양,2021,001520,1
